0|1	Ostenso, |quod nec in potentiis naturalibus, 	stenso quod nec in pos naturalibus . 	0
2	nec in sensibus habent esse virtutes: 	appetitum nec in sensibus habent 	1
3	restat ostendere, 	esse uirtutes restat 	2
4	quomodo distinguuntur virtutes, 	ostendere quomodo distiguntur iltutes . 	3
5	et quomodo in appetitu et intellectu existunt. Distinguendum est igitur de virtutibus, 	quomodo in incllcum . appetitu existuntum distin guendum est ergo de uirtutibus . 	4
6|7	et de huiusmodi potentiis: |nam virtutum quaedam sunt intellectuales, 	de huius ponum nam uirtutum quedam sunt intellectuanes 	5
8	quaedam morales, 	quedam morales quedam medie 	6
9	quaedam mediae inter intellectuales et morales. Virtutes intellectuales dicuntur illae quae sunt in intellectu speculatiuo, 	inter intullacunes .morales uirtutes intellectuanes dun⟩ illeque sunt |in intellcum speculatiuo 	7|8
10|11	cuiusmodi sunt scientiae speculatiuae, |ut naturalis Philosophia, 	cuius modi scitie sunt speclatiue 	9
12|13	Geometria, Metaphysica, |et caetera talia. Virtutes vero simpliciter morales sunt illae, 	ut naturalis pheria geo metriu metha cceteratalia uirtutes uosimpri morales sunt ille que sunt in appetitum sum appetitus ile sit sensiters sum intellectiuus 	10
14|15	quae sunt in appetitu, |siue appetitus ille sit sensitiuus, siue intellectiuus, 	cuimodi 	11
16|17	cuiusmodi sunt Iustitia, |Temperantia, Fortitudo, 	a sunt sticia tem pantuam fortitudo mansuetudo acetam 	12
18	Mansuetudo, 		
19|20	et caetera talia, |de quibus sumus singulariter tractaturi. Virtutes autem mediae inter intellectuales et morales, 	talia de quibus sumus singliter tractaturi uirtutes a medie 	13
21|22	sunt virtutes existentes in intellectu practico, |ut Prudentia, 	inter inallcunales mmorales sunt uirtutes exintes in mallcum practico 	14
23	et aliae virtutes sibi annexae. Prudentia autem, 	ut pridentia talie uirtutes |sibi aunexe pradeucia autem 	15|16
24|25	secundum Commentatorem super libris Ethicorum, |media est 	secundum commentatorem super lib etbus media est 	17
26	inter virtutes morales, 	inter uirtutes morales . 	18
27	et intellectuales; computari 	intullacunes computari 	19
28	tamen potest 	tum potest 	20
29	cum virtutibus moralibus: 	cum uirtutibus moralibus 	21
30	nam Prudentia non est nisi in hominibus bonis, 	nam prudentia non mem |nisi hominibus bouis 	22|23
31	sicut nec virtutes morales: praui enim homines 	sicut nec uirtutes morales praui non homines . 	24
32	et si possunt esse scientes, 	si possent esse scientes hastuti . 	25
33	astuti, et versipelles; 	uersi pelles prudentes 	26
34	prudentes tamen esse non possunt, 	tum esse |non possunt 	27|28
35	ut suo loco patebit. 	ut suo loco patebit inde egnes 	29
36	Inde est ergo quod dicitur 6 Ethic’ 	quod dicitur euinodo ethos 	30
37|38	quod impossibile est prudentem esse non existentem bonum. |Dimissis ergo virtutibus 	quod imperp . etie est pridentem esse non entem bonum ue omissis igitur uirtutibus intellacunalibi . 	31
39	huiusmodi intellectualibus, 		
40|41	ut dimissis scientiis speculatiuis, |de prudentia, 	diumissis scus speculatiuis de prudentia . 	32
42|43	et de virtutibus moralibus est tractandum. Suscepimus enim (ut pluries diximus) |praesens opus, 	de uirtutibus moralibus esse tractandere suscepimo n ut pluries diximus opus 	33
44	non ut sciamus, 	ut non sciamus niut 	34
45|46	sed ut boni fiamus: |quae bonitas, 	boni fiamus que bouitas sum 	35
47|48	sine prudentia et virtutibus moralibus, |nobis in esse non potest. Has autem virtutes, 	pridentia ununtu tibi moralibus nobis inesse non potest has autem uirtutes 	36
		inintellectu . 	37
49|50	in intellectu, et appetitu sic esse contingit. Dictum est enim, |virtutem esse aliquid 	appetitu sic esse contmgite dictum est non uirtutem esse 	38
51	secundum rationem: 	ad secundum ronem 	39
52	oportet ergo esse rationalem potentiam, in qua potest esse virtus. 	or igituresse ronalem potentiam |in qua pouit esse uirtus ronale autem duplet est 	40|41
53|54	Rationale autem duplex est secundum Philosophum, |per essentiam, 	secundum philos per essentiam . 	42
55	et per participationem. Intellectus autem est rationalis per essentiam. 	per participatonem intellectus a est ronalis 	43
56	Appetitus vero per participationem. 	per essentiam appetitus uo per participationem 	44
57	Nam appetitus licet non sit ipse intellectus, 	nam appetitus lici non sit ipse intellectus 	45
58|59	vel ipsa ratio essentialiter, |dicitur tamen participare rationem, 	uel ipsa ratio essentialiter diciturtum participare rone 	46
60	quia est aptus natus rationi obedire. Potentiae autem naturales, et sensus, 	quare est aptus |natus romi obe. 	47|48
61	nec sunt rationales per essentiam, 	dire po etie autem naturales . |sensus nec sunt ronales perememur 	49|50
62|63	quia non sunt ipsa ratio: |nec ratione participant, 	quare non ipsa ratio sunt nec rone participant quare per se . 	51
64|65	quia per se, |et secundum quod huiusmodi non obediunt rationi. Igitur in sensibus, 	secundum quod huius non obediunt romino igit in sensibi . 	52
66	et in potentiis naturalibus 	in po s naturalibus 	53
67	(ut supra dicebatur) 	ut supra dicebatur 	54
68	non habent esse virtutes, 	non habent esse uirtutes 	55
69|70	sed solum esse habent in intellectu, et appetitu. |In nobis autem duplex est appetitus, intellectiuus, 	si solum esse hunt inmallectum tappetitum in uobis autem duplet est appetitus intellectuus . sensitiuus 	56
71	et sensitiuus. 		
72	Nam sicut appetitus naturalis sequitur formam naturaliter adeptam, 	nam sicut appetitus uaturis sequit |form natura liter adeptam 	57|58
73|74	sic appetitus cognitiuus sequitur formam per cognitionem apprehensam. |Sicut enim grauia, 	sic appetitus cognituius 	59
75	ex eo quod habent formam grauis, 	seque form per cognitionem apprehensam 	60
76|77	sequitur ea quaedam naturalis inclinatio, |et quidam appetitus naturalis, 	sicut ei grauia ex eo quod hunt formam guis sequetur ea quedam naturalis inclinatio . quidam appetitus naturalis 	61
78	ut naturaliter desiderent esse deorsum: 	ut natura liter desiderent esse deorsum 	62
79	sic habentia cognitionem prout habent in seipsis formam apprehensam, 	sic habentia |cognitionem 	63|64
80|81	sequitur quaedam inclinatio, |et quidam appetitus 	prout habent 	65
82	secundum formam illam. 	in se ipsis formam applensam 	66
83|84	Propter quod sicut in nobis duplex est cognitio, sensitiua, et intellectiua: |sic 	se quedam inclinatio tquerdam appetitus 	67
85|86	etiam est in nobis duplex appetitus, |videlicet, sensitiuus, 	secundum formam illan propter quod sicut est in nobis duplex cognitio sensitiua . intellectiam sic est in nobis dut appetitus uidelicet sensituius 	68
87|88	qui sequitur formam apprehensam per sensum: |et intellectiuus, 	qui sequit form apprehensam per sensum . intellectiuus 	69
89|90	qui sequitur formam apprehensam per intellectum. Appetitus autem sensitiuus duplex est. |Nam cum animalia sint supra inanimata, 	qui sequit form apprehensam per intulchem appetit ali sensitulis duplis en sam cum alia suit supra inanimata 	70
91|92	si natura elementis |et rebus inanimatis dedit duplicem potentiam, 	si natura elieris trebus maniatis dedit duplicem 	71
93	unam per quam tendunt in propriam quietem, 	pomum unam per quam tendunt in propriam quietem . 	72
94|95	et aliam per quam resistunt, |et agunt in prohibentia, 	aliam perquam resistunt ragunt in probibentia . 	73
96	et in contraria: 	in contrariam 	74
97|98	multo magis hanc duplicem potentiam natura dedit ipsis animalibus, |quae sunt perfectiora illis. Videmus enim quod ignis naturaliter est calidus, 	multo mager henat duppotentiam natura dedit ipsis animalibus que sunt perfectiora illise uidemus . 	75
99	et leuis per leuitatem autem tendit in locum proprium, 	ne quod igers est nonteraliter cilidus . leuise per leuitatem a tendit in locum proprium. 	76
100|101	et in quietem sibi conuenientem: |per caliditatem vero agit in contraria: 	in quietem s communientem per caliditatem uero agitin quaria negno ignis 	77
102	ne ergo ignis per quaecunque contraria agentia impediretur, 	per queom aquaria agistentia in pediretur 	78
103|104	ne per leuitatem in proprio loco quiesceret, |dedit ei natura potentiam calefactiuam, 	ne per per leuitatem in proprio loco quiesceret dedit ei natura pom calefactiuam 	79
105	ut per eam resisteret, et ageret in contraria corruptiua. 	ut per eam resistereret tagent in contrantia corruptiua 	80
106	Si ergo igni, 		
107|108	et rebus inanimatis natura dedit duplicem potentiam, |unam per quam adipiscuntur propriam quietem, 	si igitur igni . rebus maniatis natura dedit duplicem potentum unam per quam adipiscunt properam quietem naliam 	81
109	et aliam per quam agunt in prohibentia et contraria: 	per quam agunt in probibentia . 	82
110|111	multo magis hoc dedit animalibus. |Tribuit ergo eis duplicem appetitum sensitiuum, 	contraria multo mager hoc dedit animalibi tribuit ergo cis tripliclicem appetitum sensitium unum per quem consequnt properam quietem i 	83
112	unum per quem prosequuntur propriam quietem, 		
113	et propriam delectationem, 	propriam delectationem 	84
114	ut concupiscibilem: 	ut concupiscilem . 	85
115|116	et alium per quem resistunt, |et aggrediuntur prohibitiua, 	alium perque resistuntmaggerdiunt 	86
117	ut contraria, 		
118	ut irascibilem. 		
119	Ita quod concupiscibilis se habet sicut leuitas, 		
120	vel grauitas, 		
121	in leuibus, 		
122|123	et grauibus. Irascibilis vero se habet quasi caliditas, |vel frigiditas in eis. 	perbitiua . contrarina ut uasci . entem ita quod concupisci uel se h sicut leuitas legniuitas in leuibus . grauibus irasci uo se habentue caliditas . frigiditas lei slam sicut grauia ps grauitatem recedunt aloco sursum tanquam a non conerente . 	87
124|125	Nam sicut grauia per grauitatem recedunt a loco sursum tanquam a non conueniente, |et tendunt in locum deorsum tanquam ad locum conuenientem, 	tendunt in locum de orsum tanquam ad locum communi eutem . conforentem per frigiditatem uoresistunt contrariis 	88
126	et conformem: 		
127	per frigiditatem vero resistunt contrariis, 		
128	ne corrumpantur a propria natura, 	ne coriunpant a propria natura . 	89
129	et deserant propria loca, 	de secunt propria loca . 	90
130|131	et propriam quietem. |Sic animalia per concupiscibilem fugiunt mala tristia, 	propriam quietem sic alia per con cupisci is etie fugiunt mala terstia . prosequnt hona delcabiliam 	91
132|133	et prosequuntur bona delectabilia. |Per irascibilem vero aggrediuntur contraria, 	per irasci . etie uero aggerdiuntur quatia que possent enam 	92
134|135	quae possent ea ab huiusmodi delectationibus prohibere. |Ut Leo per concupiscibilem pergit, 	ab huius delcantionibus probibere 	93
136|137	ut prosequatur cibum |tanquam quid delectabile: 	ut leo peruscupisci 	94
138|139	per irascibilem vero aggreditur animalia illa volentia ipsum prohibere in cibo adepto. |Propter quod bene dictum est, 	etalicaliter pergit ut prosequatur cibum tanquod ad delcanbile per irasciblem uero aggreditur antulale uolentia ipsum prohibe in cibo adepsto proptue bene deum est quod concupis uel respericit bonum . 	95
140	quod concupiscibilis respicit bonum, 		
141	et malum 	malum 	96
142|143	secundum se: |irascibilis vero respicit bonum, 	secundum se irasci uel uo respicer bonum . 	97
144	et malum inquantum habent rationem difficilis, 	malum in quam habent iem difficilis 	98
145|146	et ardui. Nam cum bonum |secundum se dicat prosequendum, 	.ardui 	99
147	malum vero quid fugiendum: 	nam |cum bonum 	100|101
148	concupiscibilis, 	secundum sedicat 	102
149|150	quae secundum se tendit in quietem |et in bona delectabilia, 	quid persequendere malum uero quid fugiendere concupi que secundum se tendit in quietem . in bona delcabilia . 	103
151|152	et fugit mala tristia, |pro obiecto habet mala, 	fugit mala tristia proobo habent bona . 	104
153	et bona sensibilia 	mala sensibilis 	105
154	secundum se considerata. Irascibilis vero, 	secundum secunderata irascilis uo 	106
155|156	secundum quam aggredimur, |et resistimus prohibentibus, 	secundum quam aggerdimus . resistimus probibentibus . 	107
157|158	et nociuis, |tendit in bona, et mala sensibilia, 	uociuis temdit in bona . 	108
159|160	non secundum se considerata, |sed ut habent rationem ardui, 	mala sensi "uius non 	109
161|162	et difficilis: |nam arduitas, 	secundum se conuiderata si ut benent ronem ardui . difficiliter nam arduitas . 	110
163|164	et difficultas potissime sunt repugnantia, |et prohibentia, 	difficultas potissime sunt repugntia . prohuntia ne possimus consequi bonum . uitarere li malum imperfectum igitur egis 	111
165|166	ne possimus consequi bonum, |et vitare malum. Imperfecto ergo egisset natura, 	si natura 	112
167	si dedisset animalibus concupiscibilem, 	si dedisset alibus concupisci . 	113
168	per quam vitarent mala, 		
169	et prosequerentur bona, 		
170|171	nisi dedisset eis irascibilem, |per quam aggrederentur impedientia delectationem illam: 	eteratie per quam uitarent niala . prosequerent bona nisi dedissi eis irasci . etie per quam aggedderent ipedientia delectationem illan d uplet est 	114
172|173	ut igitur animalia, |secundum modum sibi conuenientem, 	ergo appetitus sensitiuus iascitur . 	115
174|175	prout bene possint delectari per concupiscibilem, |data est eis irascibilis, 	concupis appetiturus autem iutellectuus quiduritur uoluntas renianem inderisus 	116
176|177	per quam resistant, |et aggrediantur impedientia delectationem illam. Duplex est ergo appetitus sensitiuus, 	nam cum iutllucnus ueliori modo respiciat suun obm 	117
178	irascibilis, 		
179|180	et concupiscibilis. Appetitus autem intellectiuus, |qui dicitur voluntas, 	quam seusus appetitiuusqupenutus 	118
181	remanet indiuisus. Nam cum intellectus uniuersaliori modo respiciat suum obiectum quam sensus, 		
182	appetitus intellectiuus, 		
183|184	qui sequitur intellectum uniuersaliori modo, |fertur in bonum, 	qui sequitur intellectum ueliori modo fert in bonum 	119
185	quam appetitus secundum sensum: 	quam appetitus |secundum sensum . 	120|121
186|187	et quia quanto aliquid |sub uniuersaliori modo accipitur, 	quare quantaro aer sibi ueliori moo accipitur tanto ium . idem exuns 	122
188	tanto unum et idem existens ad plura se extendit, 	ad plura seextendit 	123
189	licet appetitus sensitiuus sit alius, 	licet appetitus sensitiuus |sit 	124|125
190	et alius, 	allusqus talsus 	126
191	secundum quem prosequimur delectabilia, 	secundum quem prosequi delcabilia 	127
192|193	et secundum quem aggredimur terribilia: |appetitus tamen intellectiuus unus, 	secundum sensumtaggnidimur terribiliam appetitus tamen intellectususuus . idem existens fert utur in omne honum intlocli . eter 	128
194	et idem existens fertur 	non ergo est 	129
195|196	in omne bonum intelligibile. |Non ergo est alius appetitus intellectiuus, 	alius appetitus intellectulis 	130
197	secundum quem prosequimur bona delectabilia per intellectum, 	secundum |quem prosequim bona delcabilia per intilament . 	131|132
198|199	et aggredimur bona ardua: |sicut est alius appetitus sensitiuus, 	aggdint bona ardua sicut est alius appetitus sensitulis secuntur 	133
200	secundum quem prosequimur bona sensibilia delectabilia, 	quem prosequi bona sensi . 	134
201	et aggredimur terribilia. 	o delcabilia t aggeri diui terribiliam 	135
202|203	Quare si omnis virtus moralis, vel est in intellectu, |vel in appetitu: 	quare si omnis uirtus moralis uel estin iatellectu uel in appetitum . 	136
204|205	et appetitus alius intellectiuus |ut voluntas, 	appetitus alius est intelscuus uel noluntas alius sensitusus 	137
206	alius est sensitiuus: 		
207|208	et hoc duplex, |irascibilis scilicet, et concupiscibilis: 	.h duprum irascilis se . 	138
209|210	oportet omnem virtutem moralem, |vel esse in intellectu, 	concuperis uel oportet oenmuertutem moralem uel esse in intellectum uel in uo ut etie uel in irascilis uel in concupis . 	139
211	vel in voluntate, 	is accipiendo igitur uirtutem moralem large 	140
212|213	vel in irascibili, |vel in concupiscibili. Accipiendo ergo virtutem moralem large prout ipsa prudentia dicitur quaedam virtus moralis, 	prout ipsa prudentia dicitur 	141
214	dicere possumus 	quedam uirtus moralis dicue possumus 	142
215	quod secundum has quatuor potentias animae in quibus habet esse virtus, sumptae sunt quatuor Virtutes Cardinales; 	quod secundumbas eiiii potentias anime 	143
216	videlicet, Prudentia, 	in quibus habent esse uirtus sunpte sunt eiiii 	144
217|218	Iustitia, Fortitudo, et Temperantia. |Nam Prudentia est in intellectu, 	uirtutes cardinales spradendem iusticia fortitudo . tem perantia nam pridentia est in intellectu iusticia in uo ut etie fortiqeu 	145
219	Iustitia in voluntate, 		
220|221	Fortitudo in irascibili, |Temperantia in concupiscibili.	o in nasci nisi tenperantia in concupiscibilibus	146
